,tanggal,pm10,so2,co,o3,no2,max,critical,categori
1169,2013-03-15,61.42857143,4.0,30.57142857,72.71428571,10.71428571,72.71428571,o3,SEDANG
1170,2013-03-16,61.0,4.0,29.0,76.0,10.0,76.0,O3,SEDANG
1171,2013-03-17,58.0,1.0,31.0,76.0,10.0,76.0,O3,SEDANG
1172,2013-03-18,47.0,2.0,24.0,55.0,11.0,55.0,O3,SEDANG
1173,2013-03-19,63.0,3.0,37.0,101.0,21.0,101.0,O3,TIDAK SEHAT
1174,2013-03-20,65.0,4.0,36.0,70.0,20.0,70.0,O3,SEDANG
1175,2013-03-21,60.0,2.0,35.0,65.0,19.0,65.0,O3,SEDANG
1176,2013-03-22,76.0,2.0,42.0,73.0,21.0,76.0,PM10,SEDANG
1177,2013-03-23,64.0,2.0,30.0,58.0,14.0,64.0,PM10,SEDANG
1178,2013-03-24,53.0,1.0,33.0,53.0,16.0,53.0,PM10,SEDANG
1179,2013-03-25,55.0,2.0,18.0,63.0,19.0,63.0,O3,SEDANG
1180,2013-03-26,71.0,3.0,35.0,49.0,21.0,71.0,PM10,SEDANG
1181,2013-03-27,74.0,3.0,37.0,69.0,23.0,74.0,PM10,SEDANG
1182,2013-03-28,89.0,3.0,53.0,108.0,26.0,108.0,O3,TIDAK SEHAT
1183,2013-03-29,71.0,2.0,37.0,114.0,18.0,114.0,O3,TIDAK SEHAT
1184,2013-03-30,54.0,2.0,18.0,37.0,10.0,54.0,PM10,SEDANG
1185,2013-03-31,46.0,1.0,23.0,63.0,12.0,63.0,O3,SEDANG
1186,2013-04-01,37.0952381,3.904761905,23.76190476,34.0952381,8.380952381,37.0952381,pm10,BAIK
1187,2013-04-02,80.0,3.0,55.0,86.0,25.0,86.0,O3,SEDANG
1188,2013-04-03,42.0,1.0,26.0,73.0,14.0,73.0,O3,SEDANG
1189,2013-04-04,62.0,2.0,35.0,73.0,17.0,73.0,O3,SEDANG
1190,2013-04-05,74.0,3.0,18.0,64.0,12.0,74.0,PM10,SEDANG
1191,2013-04-06,47.0,2.0,31.0,3.0,11.0,47.0,PM10,BAIK
1192,2013-04-07,57.0,7.0,51.0,23.0,22.0,57.0,PM10,SEDANG
1193,2013-04-08,61.0,7.0,19.0,51.0,11.0,61.0,PM10,SEDANG
1194,2013-04-09,68.0,6.0,33.0,82.0,19.0,82.0,O3,SEDANG
1195,2013-04-10,71.0,9.0,31.0,72.0,19.0,72.0,O3,SEDANG
1196,2013-04-11,66.0,8.0,30.0,83.0,21.0,83.0,O3,SEDANG
1197,2013-04-12,72.0,7.0,38.0,83.0,15.0,83.0,O3,SEDANG
1198,2013-04-13,34.0,1.0,22.0,27.0,8.0,34.0,PM10,BAIK
1199,2013-04-14,34.0,1.0,15.0,44.0,7.0,44.0,O3,BAIK
1200,2013-04-15,47.0,1.0,22.0,52.0,7.0,52.0,O3,SEDANG
1201,2013-04-16,47.0,1.0,30.0,61.0,11.0,61.0,O3,SEDANG
1202,2013-04-17,60.0,1.0,37.0,117.0,32.0,117.0,O3,TIDAK SEHAT
1203,2013-04-18,49.0,1.0,31.0,121.0,22.0,121.0,O3,TIDAK SEHAT
1204,2013-04-19,60.0,2.0,46.0,88.0,20.0,88.0,O3,SEDANG
1205,2013-04-20,65.0,2.0,32.0,99.0,20.0,99.0,O3,SEDANG
1206,2013-04-21,68.0,2.0,26.0,75.0,19.0,75.0,O3,SEDANG
1207,2013-04-22,56.0,1.0,32.0,68.0,12.0,68.0,O3,SEDANG
1208,2013-04-23,73.0,2.0,53.0,77.0,20.0,77.0,O3,SEDANG
1209,2013-04-24,64.0,2.0,32.0,66.0,12.0,66.0,O3,SEDANG
1210,2013-04-25,82.0,1.0,43.0,63.0,13.0,82.0,PM10,SEDANG
1211,2013-04-26,80.0,1.166666667,38.5,62.83333333,12.83333333,80.0,pm10,SEDANG
1212,2013-04-27,78.0,1.333333333,34.0,62.66666667,12.66666667,78.0,pm10,SEDANG
1213,2013-04-28,76.0,1.5,29.5,62.5,12.5,76.0,pm10,SEDANG
1214,2013-04-29,74.0,1.666666667,25.0,62.33333333,12.33333333,74.0,pm10,SEDANG
1215,2013-04-30,72.0,1.833333333,20.5,62.16666667,12.16666667,72.0,pm10,SEDANG
1216,2013-05-01,38.14285714,3.857142857,25.14285714,34.14285714,8.571428571,38.14285714,pm10,BAIK
1217,2013-05-02,56.0,2.0,37.0,76.0,21.0,76.0,O3,SEDANG
1218,2013-05-03,44.0,2.0,38.0,48.0,13.0,48.0,O3,BAIK
1219,2013-05-04,56.0,2.0,33.0,47.0,16.0,56.0,PM10,SEDANG
1220,2013-05-05,72.0,1.0,15.0,61.0,12.0,72.0,PM10,SEDANG
1221,2013-05-06,55.0,2.0,42.0,4.0,18.0,55.0,PM10,SEDANG
1222,2013-05-07,52.0,6.0,49.0,21.0,22.0,52.0,PM10,SEDANG
1223,2013-05-08,65.0,6.0,33.0,50.0,27.0,65.0,PM10,SEDANG
1224,2013-05-09,72.0,8.0,29.0,98.0,24.0,98.0,O3,SEDANG
1225,2013-05-10,74.0,9.0,31.0,88.0,18.0,88.0,O3,SEDANG
1226,2013-05-11,71.0,8.0,31.0,89.0,18.0,89.0,O3,SEDANG
1227,2013-05-12,69.0,7.0,37.0,81.6,14.6,81.6,o3,SEDANG
1228,2013-05-13,57.0,2.0,35.0,37.0,15.0,57.0,PM10,SEDANG
1229,2013-05-14,74.0,3.0,45.0,57.0,22.0,74.0,PM10,SEDANG
1230,2013-05-15,72.0,2.0,34.0,48.0,28.0,72.0,PM10,SEDANG
1231,2013-05-16,57.0,2.0,33.0,45.0,28.0,57.0,PM10,SEDANG
1232,2013-05-17,69.0,3.0,25.0,46.0,18.0,69.0,PM10,SEDANG
1233,2013-05-18,66.0,3.0,29.0,72.0,21.0,72.0,O3,SEDANG
1234,2013-05-19,73.0,3.0,30.0,63.0,28.0,73.0,PM10,SEDANG
1235,2013-05-20,39.0,1.0,34.0,91.0,28.0,91.0,O3,SEDANG
1236,2013-05-21,32.0,4.0,31.0,69.0,24.0,69.0,O3,SEDANG
1237,2013-05-22,66.0,2.0,36.0,37.0,16.0,66.0,PM10,SEDANG
1238,2013-05-23,59.0,3.0,45.0,83.0,24.0,83.0,O3,SEDANG
1239,2013-05-24,63.0,2.0,30.0,78.0,24.0,78.0,O3,SEDANG
1240,2013-05-25,77.0,2.0,24.0,68.0,25.0,77.0,PM10,SEDANG
1241,2013-05-26,59.0,2.0,14.0,74.0,16.0,74.0,O3,SEDANG
1242,2013-05-27,67.0,3.0,13.0,48.0,18.0,67.0,PM10,SEDANG
1243,2013-05-28,58.0,3.0,10.0,51.0,17.0,58.0,PM10,SEDANG
1244,2013-05-29,70.0,3.0,6.0,61.0,19.0,70.0,PM10,SEDANG
1245,2013-05-30,56.0,3.0,10.666666666666668,50.0,22.0,56.0,PM10,SEDANG
1246,2013-05-31,52.0,2.0,15.333333333333334,48.0,11.0,52.0,PM10,SEDANG
1247,2013-06-01,39.19047619,3.80952381,26.52380952,34.19047619,8.761904762,39.19047619,pm10,BAIK
1248,2013-06-02,44.0,1.0,28.0,50.0,11.0,50.0,O3,BAIK
1249,2013-06-03,103.0,5.0,80.0,57.0,31.0,103.0,PM10,TIDAK SEHAT
1250,2013-06-04,51.0,1.0,23.0,89.0,16.0,89.0,O3,SEDANG
1251,2013-06-05,75.0,3.0,28.0,58.0,18.0,75.0,PM10,SEDANG
1252,2013-06-06,39.0,1.0,32.0,3.0,14.0,39.0,PM10,BAIK
1253,2013-06-07,58.0,8.0,46.0,37.0,15.0,58.0,PM10,SEDANG
1254,2013-06-08,78.0,7.0,32.0,89.0,19.0,89.0,O3,SEDANG
1255,2013-06-09,67.0,7.0,31.0,74.0,19.0,74.0,O3,SEDANG
1256,2013-06-10,75.0,5.0,30.0,123.0,18.0,123.0,O3,TIDAK SEHAT
1257,2013-06-11,74.0,7.0,32.0,99.0,19.0,99.0,O3,SEDANG
1258,2013-06-12,66.0,7.0,36.0,80.2,14.2,80.2,o3,SEDANG
1259,2013-06-13,66.0,2.0,58.0,4.0,25.0,66.0,PM10,SEDANG
1260,2013-06-14,56.0,4.0,51.0,41.0,13.0,56.0,PM10,SEDANG
1261,2013-06-15,60.0,4.0,26.0,44.0,13.0,60.0,PM10,SEDANG
1262,2013-06-16,83.0,2.0,71.0,94.0,21.0,94.0,O3,SEDANG
1263,2013-06-17,71.0,3.0,53.0,69.0,19.0,71.0,PM10,SEDANG
1264,2013-06-18,62.0,4.0,54.0,31.0,21.0,62.0,PM10,SEDANG
1265,2013-06-19,54.0,5.0,33.0,35.0,15.0,54.0,PM10,SEDANG
1266,2013-06-20,58.0,4.0,40.0,49.0,17.0,58.0,PM10,SEDANG
1267,2013-06-21,71.0,4.0,53.0,66.0,30.0,71.0,PM10,SEDANG
1268,2013-06-22,77.0,4.0,48.0,46.0,16.0,77.0,PM10,SEDANG
1269,2013-06-23,61.0,5.0,34.0,63.0,11.0,63.0,O3,SEDANG
1270,2013-06-24,67.0,5.0,36.0,100.0,18.0,100.0,O3,SEDANG
1271,2013-06-25,77.0,5.0,36.0,104.0,21.0,104.0,O3,TIDAK SEHAT
1272,2013-06-26,85.0,10.0,34.0,93.0,18.0,93.0,O3,SEDANG
1273,2013-06-27,83.0,6.0,58.0,74.0,26.0,83.0,PM10,SEDANG
1274,2013-06-28,58.0,11.0,38.0,46.0,19.0,58.0,PM10,SEDANG
1275,2013-06-29,63.0,11.0,33.0,47.0,13.0,63.0,PM10,SEDANG
1276,2013-06-30,62.0,8.0,35.0,39.0,12.0,62.0,PM10,SEDANG
1277,2013-07-01,40.23809524,3.761904762,27.9047619,34.23809524,8.952380952,40.23809524,pm10,BAIK
1278,2013-07-02,59.0,2.0,57.0,99.0,21.0,99.0,O3,SEDANG
1279,2013-07-03,87.0,6.0,73.0,72.0,30.0,87.0,PM10,SEDANG
1280,2013-07-04,47.0,2.0,23.0,57.0,11.0,57.0,O3,SEDANG
1281,2013-07-05,81.0,1.0,28.0,53.0,16.0,81.0,PM10,SEDANG
1282,2013-07-06,67.0,2.0,53.0,6.0,29.0,67.0,PM10,SEDANG
1283,2013-07-07,61.0,7.0,33.0,40.0,12.0,61.0,PM10,SEDANG
1284,2013-07-08,55.0,4.0,19.0,78.0,17.0,78.0,O3,SEDANG
1285,2013-07-09,70.0,9.0,32.0,64.0,19.0,70.0,PM10,SEDANG
1286,2013-07-10,67.0,8.0,31.0,80.0,17.0,80.0,O3,SEDANG
1287,2013-07-11,75.0,10.0,36.0,85.0,28.0,85.0,O3,SEDANG
1288,2013-07-12,63.0,7.0,35.0,78.8,13.8,78.8,o3,SEDANG
1289,2013-07-13,60.0,5.0,36.0,76.0,19.0,76.0,O3,SEDANG
1290,2013-07-14,35.0,4.0,32.0,47.0,20.0,47.0,O3,BAIK
1291,2013-07-15,65.0,8.0,46.0,59.0,19.0,65.0,PM10,SEDANG
1292,2013-07-16,75.0,8.0,43.0,51.0,23.0,75.0,PM10,SEDANG
1293,2013-07-17,68.0,6.0,43.0,88.0,25.0,88.0,O3,SEDANG
1294,2013-07-18,75.0,7.0,45.0,59.0,20.0,75.0,PM10,SEDANG
1295,2013-07-19,64.0,12.0,41.0,66.0,21.0,66.0,O3,SEDANG
1296,2013-07-20,72.0,9.0,30.0,76.0,16.0,76.0,O3,SEDANG
1297,2013-07-21,69.0,6.0,56.0,68.0,22.0,69.0,PM10,SEDANG
1298,2013-07-22,56.0,4.0,40.0,52.0,19.0,56.0,PM10,SEDANG
1299,2013-07-23,71.0,9.0,54.0,36.0,21.0,71.0,PM10,SEDANG
1300,2013-07-24,58.0,8.0,31.0,57.0,17.0,58.0,PM10,SEDANG
1301,2013-07-25,63.0,8.0,44.0,44.0,13.0,63.0,PM10,SEDANG
1302,2013-07-26,52.0,7.0,23.0,38.0,8.0,52.0,PM10,SEDANG
1303,2013-07-27,58.0,7.0,24.0,68.0,15.0,68.0,O3,SEDANG
1304,2013-07-28,67.0,5.0,58.0,65.0,24.0,67.0,PM10,SEDANG
1305,2013-07-29,70.0,9.0,35.0,77.0,19.0,77.0,O3,SEDANG
1306,2013-07-30,62.0,8.0,35.0,56.0,20.0,62.0,PM10,SEDANG
1307,2013-07-31,61.0,7.0,32.0,72.0,21.0,72.0,O3,SEDANG
1308,2013-08-01,41.28571429,3.714285714,29.28571429,34.28571429,9.142857143,41.28571429,pm10,BAIK
1309,2013-08-02,64.0,3.0,33.0,75.0,22.0,75.0,O3,SEDANG
1310,2013-08-03,63.0,4.0,34.0,53.0,17.0,63.0,PM10,SEDANG
1311,2013-08-04,56.0,2.0,42.0,66.0,25.0,66.0,O3,SEDANG
1312,2013-08-05,53.0,1.0,31.0,43.0,17.0,53.0,PM10,SEDANG
1313,2013-08-06,86.0,4.0,46.0,6.0,21.0,86.0,PM10,SEDANG
1314,2013-08-07,74.0,13.0,38.0,67.0,17.0,74.0,PM10,SEDANG
1315,2013-08-08,67.0,6.0,58.0,88.0,12.0,88.0,O3,SEDANG
1316,2013-08-09,62.0,5.0,26.0,72.0,14.0,72.0,O3,SEDANG
1317,2013-08-10,72.0,10.0,32.0,58.0,22.0,72.0,PM10,SEDANG
1318,2013-08-11,75.0,9.0,35.0,84.0,25.0,84.0,O3,SEDANG
1319,2013-08-12,60.0,7.0,34.0,77.4,13.4,77.4,o3,SEDANG
1320,2013-08-13,57.0,8.0,21.0,74.0,18.0,74.0,O3,SEDANG
1321,2013-08-14,56.0,8.0,22.0,62.0,13.0,62.0,O3,SEDANG
1322,2013-08-15,58.0,9.0,25.0,39.0,14.0,58.0,PM10,SEDANG
1323,2013-08-16,57.0,9.0,23.0,68.0,10.0,68.0,O3,SEDANG
1324,2013-08-17,55.0,6.0,18.0,65.0,10.0,65.0,O3,SEDANG
1325,2013-08-18,50.0,4.0,25.0,77.0,12.0,77.0,O3,SEDANG
1326,2013-08-19,54.0,7.0,26.0,66.0,14.0,66.0,O3,SEDANG
1327,2013-08-20,58.0,9.0,27.0,66.0,19.0,66.0,O3,SEDANG
1328,2013-08-21,67.0,9.0,30.0,72.0,19.0,72.0,O3,SEDANG
1329,2013-08-22,69.0,8.0,27.0,63.0,14.0,69.0,PM10,SEDANG
1330,2013-08-23,75.0,10.0,30.0,58.0,22.0,75.0,PM10,SEDANG
1331,2013-08-24,69.0,9.0,26.0,58.0,19.0,69.0,PM10,SEDANG
1332,2013-08-25,64.0,9.0,15.0,57.0,10.0,64.0,PM10,SEDANG
1333,2013-08-26,62.0,9.0,25.0,48.0,12.0,62.0,PM10,SEDANG
1334,2013-08-27,61.0,9.0,27.0,58.0,14.0,61.0,PM10,SEDANG
1335,2013-08-28,68.0,8.0,28.0,72.0,23.0,72.0,O3,SEDANG
1336,2013-08-29,63.0,9.0,27.0,49.0,12.0,63.0,PM10,SEDANG
1337,2013-08-30,69.0,9.0,30.0,53.0,16.0,69.0,PM10,SEDANG
1338,2013-08-31,58.0,6.0,28.0,49.0,15.0,58.0,PM10,SEDANG
1339,2013-09-01,42.33333333,3.666666667,30.66666667,34.33333333,9.333333333,42.33333333,pm10,BAIK
1340,2013-09-02,70.0,2.0,31.0,85.0,16.0,85.0,O3,SEDANG
1341,2013-09-03,64.0,4.0,40.0,53.0,15.0,64.0,PM10,SEDANG
1342,2013-09-04,56.0,2.0,37.0,94.0,23.0,94.0,O3,SEDANG
1343,2013-09-05,62.0,2.0,28.0,55.0,16.0,62.0,PM10,SEDANG
1344,2013-09-06,60.0,2.0,42.0,5.0,17.0,60.0,PM10,SEDANG
1345,2013-09-07,70.0,7.0,36.0,91.0,18.0,91.0,O3,SEDANG
1346,2013-09-08,53.0,4.0,21.0,74.0,12.0,74.0,O3,SEDANG
1347,2013-09-09,68.0,7.0,34.0,68.0,20.0,68.0,PM10,SEDANG
1348,2013-09-10,60.0,10.0,29.0,69.0,19.0,69.0,O3,SEDANG
1349,2013-09-11,59.0,8.0,49.0,43.0,19.0,59.0,PM10,SEDANG
1350,2013-09-12,57.0,7.0,33.0,76.0,13.0,76.0,O3,SEDANG
1351,2013-09-13,73.0,8.0,32.0,66.0,22.0,73.0,PM10,SEDANG
1352,2013-09-14,65.0,7.0,28.0,90.0,19.0,90.0,O3,SEDANG
1353,2013-09-15,51.0,5.0,24.0,81.0,15.0,81.0,O3,SEDANG
1354,2013-09-16,55.333333333333336,8.0,35.0,44.0,17.0,44.0,O3,BAIK
1355,2013-09-17,59.666666666666664,9.0,34.0,81.0,26.0,81.0,O3,SEDANG
1356,2013-09-18,64.0,7.0,30.0,62.0,17.0,64.0,PM10,SEDANG
1357,2013-09-19,71.0,8.0,30.0,74.0,19.0,74.0,O3,SEDANG
1358,2013-09-20,68.0,9.0,32.0,49.0,18.0,68.0,PM10,SEDANG
1359,2013-09-21,62.0,7.0,25.0,94.0,19.0,94.0,O3,SEDANG
1360,2013-09-22,65.0,6.0,33.0,89.0,16.0,89.0,O3,SEDANG
1361,2013-09-23,66.0,8.0,30.0,71.0,27.0,71.0,O3,SEDANG
1362,2013-09-24,64.0,9.0,27.0,48.0,22.0,64.0,PM10,SEDANG
1363,2013-09-25,63.0,10.0,27.0,64.0,30.0,64.0,O3,SEDANG
1364,2013-09-26,67.0,7.0,26.0,80.0,19.0,80.0,O3,SEDANG
1365,2013-09-27,65.0,8.0,31.0,76.0,19.0,76.0,O3,SEDANG
1366,2013-09-28,70.0,10.0,26.0,66.0,18.0,70.0,PM10,SEDANG
1367,2013-09-29,72.0,11.0,26.0,69.0,12.0,72.0,PM10,SEDANG
1368,2013-09-30,69.0,8.0,29.0,60.0,18.0,69.0,PM10,SEDANG
1369,2013-10-01,43.38095238,3.619047619,32.04761905,34.38095238,9.523809524,43.38095238,pm10,BAIK
1370,2013-10-02,65.0,2.0,34.0,140.0,19.0,140.0,O3,TIDAK SEHAT
1371,2013-10-03,63.57142857,4.0,38.42857143,56.28571429,14.28571429,63.57142857,pm10,SEDANG
1372,2013-10-04,61.0,2.0,28.0,47.0,14.0,61.0,PM10,SEDANG
1373,2013-10-05,58.0,2.0,32.0,74.0,25.0,74.0,O3,SEDANG
1374,2013-10-06,63.0,2.0,38.5,5.0,18.0,63.0,pm10,SEDANG
1375,2013-10-07,57.0,7.0,37.0,67.0,20.0,67.0,O3,SEDANG
1376,2013-10-08,56.0,4.0,19.0,79.0,11.0,79.0,O3,SEDANG
1377,2013-10-09,80.0,9.0,35.0,74.0,21.0,80.0,PM10,SEDANG
1378,2013-10-10,61.0,8.0,31.0,59.0,21.0,61.0,PM10,SEDANG
1379,2013-10-11,64.33333333,8.666666667,46.66666667,51.66666667,19.66666667,64.33333333,pm10,SEDANG
1380,2013-10-12,56.0,6.0,42.0,78.0,17.0,78.0,O3,SEDANG
1381,2013-10-13,59.0,5.0,20.0,76.0,14.0,76.0,O3,SEDANG
1382,2013-10-14,60.0,6.0,30.0,66.0,15.0,66.0,O3,SEDANG
1383,2013-10-15,56.0,6.0,18.0,57.0,11.0,57.0,O3,SEDANG
1384,2013-10-16,65.0,9.0,25.0,49.0,14.0,65.0,PM10,SEDANG
1385,2013-10-17,65.0,10.0,20.0,44.0,12.0,65.0,PM10,SEDANG
1386,2013-10-18,59.0,9.0,23.0,48.0,10.0,59.0,PM10,SEDANG
1387,2013-10-19,72.0,8.0,37.0,97.0,18.0,97.0,O3,SEDANG
1388,2013-10-20,47.0,7.0,19.0,65.0,12.0,65.0,O3,SEDANG
1389,2013-10-21,63.0,8.0,31.0,93.0,19.0,93.0,O3,SEDANG
1390,2013-10-22,66.0,9.0,30.0,52.0,18.0,66.0,PM10,SEDANG
1391,2013-10-23,66.0,8.0,33.0,60.0,25.0,66.0,PM10,SEDANG
1392,2013-10-24,65.0,7.0,38.0,99.0,22.0,99.0,O3,SEDANG
1393,2013-10-25,82.0,11.0,38.0,70.0,30.0,82.0,PM10,SEDANG
1394,2013-10-26,78.0,9.0,35.0,70.0,18.0,78.0,PM10,SEDANG
1395,2013-10-27,74.0,8.0,41.0,70.0,18.0,74.0,PM10,SEDANG
1396,2013-10-28,58.0,9.0,30.0,52.0,15.0,58.0,PM10,SEDANG
1397,2013-10-29,65.0,8.0,42.0,63.0,23.0,65.0,PM10,SEDANG
1398,2013-10-30,69.0,7.0,59.0,81.0,24.0,81.0,O3,SEDANG
1399,2013-10-31,76.0,8.0,38.0,81.0,20.0,81.0,O3,SEDANG
1400,2013-11-01,44.42857143,3.571428571,33.42857143,34.42857143,9.714285714,44.42857143,pm10,BAIK
1401,2013-11-02,72.0,2.0,46.0,85.0,23.0,85.0,O3,SEDANG
1402,2013-11-03,63.14285714,4.0,36.85714286,59.57142857,13.57142857,63.14285714,pm10,SEDANG
1403,2013-11-04,54.0,3.0,33.0,62.0,15.0,62.0,O3,SEDANG
1404,2013-11-05,61.0,3.0,32.0,76.0,19.0,76.0,O3,SEDANG
1405,2013-11-06,66.0,2.0,35.0,5.0,19.0,66.0,PM10,SEDANG
1406,2013-11-07,80.0,10.0,39.0,75.0,26.0,80.0,PM10,SEDANG
1407,2013-11-08,53.0,5.0,23.0,74.0,13.0,74.0,O3,SEDANG
1408,2013-11-09,66.0,10.0,33.0,57.0,18.0,66.0,PM10,SEDANG
1409,2013-11-10,64.0,9.0,30.0,84.0,21.0,84.0,O3,SEDANG
1410,2013-11-11,69.66666667,9.333333333,44.33333333,60.33333333,20.33333333,69.66666667,pm10,SEDANG
1411,2013-11-12,64.0,5.333333333333333,37.0,77.8,14.0,64.0,PM10,SEDANG
1412,2013-11-13,60.0,5.0,37.0,87.0,19.0,87.0,O3,SEDANG
1413,2013-11-14,68.0,6.0,60.0,114.0,20.0,114.0,O3,TIDAK SEHAT
1414,2013-11-15,62.0,8.0,33.0,98.0,18.0,98.0,O3,SEDANG
1415,2013-11-16,58.0,9.0,33.0,56.0,16.0,58.0,PM10,SEDANG
1416,2013-11-17,49.0,5.0,32.0,58.0,13.0,58.0,O3,SEDANG
1417,2013-11-18,48.0,7.0,29.0,43.0,12.0,48.0,PM10,BAIK
1418,2013-11-19,48.0,8.0,26.0,29.0,9.0,48.0,PM10,BAIK
1419,2013-11-20,39.0,8.0,21.0,19.0,9.0,39.0,PM10,BAIK
1420,2013-11-21,51.0,9.0,28.0,37.0,16.0,51.0,PM10,SEDANG
1421,2013-11-22,58.0,11.0,26.0,46.0,13.0,58.0,PM10,SEDANG
1422,2013-11-23,59.0,13.0,27.0,59.0,17.0,59.0,PM10,SEDANG
1423,2013-11-24,62.0,7.0,20.0,67.0,14.0,67.0,O3,SEDANG
1424,2013-11-25,55.0,10.0,27.0,78.0,12.0,78.0,O3,SEDANG
1425,2013-11-26,63.0,12.0,27.0,33.0,17.0,63.0,PM10,SEDANG
1426,2013-11-27,58.0,10.0,35.0,65.0,20.0,65.0,O3,SEDANG
1427,2013-11-28,80.0,13.0,32.0,67.0,18.0,80.0,PM10,SEDANG
1428,2013-11-29,52.0,8.0,28.0,71.0,15.0,71.0,O3,SEDANG
1429,2013-11-30,61.0,9.0,31.0,100.0,24.0,100.0,O3,SEDANG
1430,2013-12-01,45.47619048,3.523809524,34.80952381,34.47619048,9.904761905,45.47619048,pm10,BAIK
1431,2013-12-02,69.0,2.0,35.0,73.0,20.0,73.0,O3,SEDANG
1432,2013-12-03,62.71428571,4.0,35.28571429,62.85714286,12.85714286,62.85714286,o3,SEDANG
1433,2013-12-04,56.0,2.0,33.0,54.0,21.0,56.0,PM10,SEDANG
1434,2013-12-05,56.0,1.0,32.0,70.0,18.0,70.0,O3,SEDANG
1435,2013-12-06,37.0,1.0,33.0,3.0,9.0,37.0,PM10,BAIK
1436,2013-12-07,60.0,6.0,45.0,58.0,21.0,60.0,PM10,SEDANG
1437,2013-12-08,51.0,5.0,23.0,86.0,14.0,86.0,O3,SEDANG
1438,2013-12-09,71.0,10.0,29.0,48.0,17.0,71.0,PM10,SEDANG
1439,2013-12-10,62.0,10.0,29.0,94.0,18.0,94.0,O3,SEDANG
1440,2013-12-11,75.0,10.0,42.0,69.0,21.0,75.0,PM10,SEDANG
1441,2013-12-12,49.0,4.666666666666667,34.0,77.6,13.0,49.0,PM10,BAIK
1442,2013-12-13,56.0,4.0,57.0,77.4,12.0,57.0,CO,SEDANG
1443,2013-12-14,39.0,3.3333333333333335,38.0,77.2,9.0,39.0,PM10,BAIK
1444,2013-12-15,64.0,2.666666666666667,66.0,77.0,15.0,77.0,O3,SEDANG
1445,2013-12-16,43.0,2.0,41.0,88.0,21.0,88.0,O3,SEDANG
1446,2013-12-17,38.0,2.0,39.0,65.0,21.0,65.0,O3,SEDANG
1447,2013-12-18,71.0,4.0,43.0,61.0,20.0,71.0,PM10,SEDANG
1448,2013-12-19,61.0,5.0,32.0,79.0,17.0,79.0,O3,SEDANG
1449,2013-12-20,56.8,3.0,50.0,58.0,12.0,58.0,O3,SEDANG
1450,2013-12-21,52.6,4.0,50.0,34.0,9.0,50.0,CO,BAIK
1451,2013-12-22,48.4,4.0,50.0,34.0,9.0,50.0,CO,BAIK
1452,2013-12-23,44.2,4.0,50.0,40.0,10.0,50.0,CO,BAIK
1453,2013-12-24,40.0,4.0,32.0,43.0,10.0,43.0,O3,BAIK
1454,2013-12-25,57.0,9.0,32.0,63.0,12.0,63.0,O3,SEDANG
1455,2013-12-26,57.0,5.0,21.0,61.0,12.0,61.0,O3,SEDANG
1456,2013-12-27,63.0,4.0,33.0,52.0,15.0,63.0,PM10,SEDANG
1457,2013-12-28,61.0,7.0,28.0,51.0,11.0,61.0,PM10,SEDANG
1458,2013-12-29,50.0,4.0,21.0,55.0,12.0,55.0,O3,SEDANG
1459,2013-12-30,41.0,4.0,26.0,53.0,12.0,53.0,O3,SEDANG
1460,2013-12-31,28.0,2.0,26.0,52.0,13.0,52.0,O3,SEDANG
1461,2014-01-01,77.0,3.0,39.0,54.0,13.0,77.0,PM10,SEDANG
1462,2014-01-02,58.0,1.0,23.0,48.0,12.0,48.0,O3,BAIK
1463,2014-01-03,72.0,5.0,36.0,47.0,16.0,72.0,PM10,SEDANG
1464,2014-01-04,64.0,9.0,37.0,59.0,14.0,64.0,PM10,SEDANG
1465,2014-01-05,60.0,8.0,40.0,69.0,18.0,69.0,O3,SEDANG
1466,2014-01-06,67.0,6.0,55.0,64.0,21.0,67.0,PM10,SEDANG
1467,2014-01-07,55.0,11.0,32.0,52.0,16.0,55.0,PM10,SEDANG
1468,2014-01-08,40.0,9.0,12.0,64.0,10.0,64.0,O3,SEDANG
1469,2014-01-09,50.0,11.0,20.0,50.0,15.0,50.0,PM10,BAIK
1470,2014-01-10,55.0,13.0,26.0,38.0,20.0,55.0,PM10,SEDANG
1471,2014-01-11,33.0,9.0,22.0,69.0,21.0,69.0,O3,SEDANG
1472,2014-01-12,31.0,12.0,20.0,29.0,10.0,31.0,PM10,BAIK
1473,2014-01-13,40.0,6.0,39.0,54.0,15.0,54.0,O3,SEDANG
1474,2014-01-14,54.0,9.0,36.0,53.0,16.0,54.0,PM10,SEDANG
1475,2014-01-15,46.0,3.0,29.0,54.0,10.0,54.0,O3,SEDANG
1476,2014-01-16,50.0,4.0,39.0,46.0,14.0,50.0,PM10,BAIK
1477,2014-01-17,51.0,2.0,33.0,56.0,18.0,56.0,O3,SEDANG
1478,2014-01-18,39.0,1.0,25.0,55.0,15.0,55.0,O3,SEDANG
1479,2014-01-19,38.0,1.0,26.0,57.0,15.0,57.0,O3,SEDANG
1480,2014-01-20,54.0,2.0,23.0,53.0,13.0,54.0,PM10,SEDANG
1481,2014-01-21,44.0,2.0,28.0,52.0,15.0,52.0,O3,SEDANG
1482,2014-01-22,59.0,7.0,29.0,51.0,15.0,59.0,PM10,SEDANG
1483,2014-01-23,48.0,2.0,26.0,53.0,15.0,53.0,O3,SEDANG
